iter	Passed	Remaining
698	1598	688
699	1600	685
700	1602	683
701	1603	680
702	1605	678
703	1607	675
704	1609	673
705	1612	671
706	1615	669
707	1616	666
708	1618	664
709	1620	661
710	1622	659
711	1623	656
712	1628	655
713	1630	653
714	1632	650
715	1633	647
716	1635	645
717	1637	643
718	1638	640
719	1641	638
720	1644	636
721	1646	634
722	1648	631
723	1650	629
724	1652	626
725	1653	624
726	1656	622
727	1659	619
728	1660	617
729	1662	614
730	1664	612
731	1666	610
732	1668	607
733	1671	605
734	1674	603
735	1676	601
736	1678	598
737	1679	596
738	1681	593
739	1683	591
740	1685	589
741	1687	586
742	1689	584
743	1691	581
744	1692	579
745	1694	577
746	1696	574
747	1698	572
748	1701	570
749	1703	567
750	1705	565
751	1706	562
752	1708	560
753	1710	558
754	1713	555
755	1716	553
756	1718	551
757	1720	549
758	1721	546
759	1723	544
760	1724	541
761	1726	539
762	1728	536
763	1731	534
764	1733	532
765	1735	530
766	1736	527
767	1738	525
768	1739	522
769	1741	520
770	1743	517
771	1747	516
772	1749	513
773	1751	511
774	1752	508
775	1754	506
776	1756	504
777	1757	501
778	1760	499
779	1762	496
780	1763	494
781	1765	492
782	1767	489
783	1769	487
784	1771	485
785	1772	482
786	1774	480
787	1776	477
788	1778	475
789	1779	473
790	1781	470
791	1784	468
792	1787	466
793	1789	464
794	1790	461
795	1792	459
796	1794	457
797	1796	454
798	1798	452
799	1800	450
800	1802	447
801	1804	445
802	1806	443
803	1808	440
804	1810	438
805	1811	436
806	1813	433
807	1815	431
808	1817	429
809	1818	426
810	1820	424
811	1822	421
812	1824	419
813	1826	417
814	1828	415
815	1830	412
816	1832	410
817	1834	408
818	1836	405
819	1837	403
820	1839	401
821	1841	398
822	1843	396
823	1845	394
824	1846	391
825	1848	389
826	1850	387
827	1851	384
828	1853	382
829	1855	380
830	1857	377
831	1859	375
832	1861	373
833	1863	370
834	1865	368
835	1866	366
836	1868	363
837	1870	361
838	1872	359
839	1874	357
840	1876	354
841	1878	352
842	1879	350
843	1882	347
844	1885	345
845	1887	343
846	1890	341
847	1892	339
848	1895	337
849	1896	334
850	1899	332
851	1901	330
852	1903	327
853	1904	325
854	1906	323
855	1908	321
856	1910	318
857	1913	316
858	1914	314
859	1916	311
860	1918	309
861	1920	307
862	1922	305
863	1924	302
864	1926	300
865	1928	298
866	1930	296
867	1931	293
868	1933	291
869	1935	289
870	1937	287
871	1939	284
872	1941	282
873	1943	280
874	1945	277
875	1947	275
876	1949	273
877	1951	271
878	1952	268
879	1954	266
880	1956	264
881	1957	261
882	1959	259
883	1961	257
884	1963	255
885	1965	252
886	1966	250
887	1968	248
888	1970	246
889	1972	243
890	1974	241
891	1976	239
892	1978	237
893	1981	234
894	1982	232
895	1984	230
896	1985	228
897	1986	225
898	1988	223
899	1990	221
900	1992	218
901	1994	216
902	1996	214
903	1998	212
904	2000	209
905	2001	207
906	2003	205
907	2005	203
908	2007	200
909	2008	198
910	2012	196
911	2014	194
912	2016	192
913	2017	189
914	2019	187
915	2021	185
916	2023	183
917	2027	181
918	2029	178
919	2031	176
920	2032	174
921	2034	172
922	2035	169
923	2037	167
924	2039	165
925	2041	163
926	2044	160
927	2045	158
928	2047	156
929	2049	154
930	2051	152
931	2052	149
932	2056	147
933	2058	145
934	2059	143
935	2061	140
936	2063	138
937	2065	136
938	2067	134
939	2070	132
940	2072	129
941	2074	127
942	2076	125
943	2078	123
944	2080	121
945	2081	118
946	2084	116
947	2087	114
948	2089	112
949	2090	110
950	2092	107
951	2094	105
952	2096	103
953	2097	101
954	2101	99
955	2102	96
956	2104	94
957	2105	92
958	2107	90
959	2109	87
960	2111	85
961	2115	83
962	2117	81
963	2119	79
964	2121	76
965	2123	74
966	2124	72
967	2125	70
968	2127	68
969	2130	65
970	2132	63
971	2135	61
972	2136	59
973	2138	57
974	2139	54
975	2141	52
976	2142	50
977	2145	48
978	2147	46
979	2149	43
980	2151	41
981	2153	39
982	2155	37
983	2158	35
984	2161	32
985	2162	30
986	2164	28
987	2166	26
988	2168	24
989	2170	21
990	2173	19
991	2175	17
992	2176	15
993	2178	13
994	2180	10
995	2182	8
996	2184	6
997	2185	4
998	2188	2
999	2190	0
